layer,sep_score
1,0.635
2,0.8083333333333333
3,0.885
4,0.8316666666666667
5,0.77
6,0.7416666666666667
7,0.8183333333333334
8,0.8133333333333332
9,0.7983333333333332
10,0.8266666666666668
11,0.9200000000000002
12,0.8633333333333333
13,0.7883333333333333
14,0.8116666666666668
15,0.8266666666666668
16,0.7933333333333332
17,0.8183333333333334
18,0.7683333333333333
19,0.7350000000000001
20,0.7216666666666667
21,0.7233333333333334
22,0.7383333333333335
23,0.73
24,0.7283333333333333
25,0.7266666666666667
26,0.7216666666666667
27,0.7266666666666667
28,0.7300000000000001
29,0.7233333333333334
30,0.7216666666666667
31,0.7116666666666666
