layer,sep_score
1,0.5933333333333333
2,0.5933333333333333
3,0.5933333333333333
4,0.5816666666666667
5,0.5866666666666667
6,0.58
7,0.5900000000000001
8,0.5966666666666666
9,0.5700000000000001
10,0.6033333333333333
11,0.6616666666666666
12,0.6649999999999999
13,0.7216666666666667
14,0.7266666666666667
15,0.7516666666666667
16,0.7633333333333333
17,0.7666666666666666
18,0.7633333333333333
19,0.75
20,0.7616666666666666
21,0.76
22,0.7566666666666666
23,0.7583333333333333
24,0.76
25,0.755
26,0.7583333333333334
27,0.755
28,0.75
29,0.7533333333333333
30,0.7566666666666666
31,0.755
