layer,sep_score
1,0.4699999999999999
2,0.45166666666666666
3,0.48166666666666663
4,0.44833333333333336
5,0.47166666666666657
6,0.5066666666666666
7,0.48166666666666663
8,0.48166666666666663
9,0.48666666666666664
10,0.4333333333333333
11,0.665
12,0.6566666666666666
13,0.7616666666666667
14,0.7
15,0.6950000000000001
16,0.6950000000000001
17,0.7000000000000001
18,0.695
19,0.6966666666666667
20,0.6966666666666667
21,0.7016666666666668
22,0.7033333333333334
23,0.7033333333333334
24,0.7
25,0.6966666666666667
26,0.6950000000000001
27,0.6933333333333334
28,0.6950000000000001
29,0.7
30,0.6983333333333334
31,0.6916666666666667
