layer,sep_score
1,0.4683333333333334
2,0.45
3,0.4566666666666667
4,0.47999999999999987
5,0.4916666666666667
6,0.5
7,0.4883333333333333
8,0.4766666666666667
9,0.4916666666666667
10,0.5416666666666667
11,0.6733333333333333
12,0.6583333333333333
13,0.7766666666666667
14,0.7466666666666667
15,0.7016666666666665
16,0.7166666666666667
17,0.7100000000000001
18,0.7316666666666667
19,0.7083333333333334
20,0.7483333333333334
21,0.7550000000000001
22,0.7533333333333333
23,0.7550000000000001
24,0.7516666666666667
25,0.7516666666666666
26,0.7483333333333334
27,0.7533333333333333
28,0.75
29,0.7533333333333333
30,0.7550000000000001
31,0.7483333333333334
