layer,sep_score
1,0.7350000000000001
2,0.9583333333333333
3,0.9233333333333332
4,0.9650000000000001
5,0.9983333333333334
6,0.9966666666666667
7,0.9983333333333334
8,0.9883333333333333
9,0.96
10,0.9283333333333333
11,0.9783333333333333
12,0.9866666666666667
13,0.9266666666666667
14,0.9199999999999999
15,0.9733333333333334
16,0.9866666666666667
17,0.9933333333333334
18,0.9966666666666667
19,0.9933333333333334
20,0.9966666666666667
21,0.9966666666666667
22,0.9949999999999999
23,0.9949999999999999
24,0.9949999999999999
25,0.9966666666666667
26,0.9949999999999999
27,0.9949999999999999
28,0.9983333333333334
29,0.9966666666666667
30,0.9949999999999999
31,0.9633333333333333
