layer,sep_score
1,0.6016666666666667
2,0.5983333333333334
3,0.5933333333333334
4,0.5983333333333333
5,0.5599999999999999
6,0.5666666666666667
7,0.6083333333333333
8,0.5916666666666666
9,0.5716666666666667
10,0.5416666666666667
11,0.53
12,0.7983333333333335
13,0.7816666666666666
14,0.7833333333333333
15,0.7799999999999999
16,0.7833333333333334
17,0.7816666666666667
18,0.7616666666666667
19,0.745
20,0.7433333333333334
21,0.7466666666666667
22,0.7383333333333334
23,0.7383333333333334
24,0.7266666666666668
25,0.7266666666666667
26,0.7216666666666667
27,0.7116666666666667
28,0.7433333333333334
29,0.735
30,0.7366666666666667
31,0.7383333333333334
