layer,sep_score
1,0.5716666666666667
2,0.5333333333333333
3,0.5783333333333334
4,0.6216666666666667
5,0.5933333333333334
6,0.6449999999999999
7,0.6233333333333333
8,0.8316666666666667
9,0.8666666666666666
10,0.8666666666666666
11,0.9733333333333333
12,0.6449999999999999
13,0.9083333333333334
14,1.0
15,0.99
16,0.9816666666666667
17,0.9816666666666667
18,0.9949999999999999
19,0.9916666666666668
20,0.9850000000000001
21,0.9833333333333334
22,0.975
23,0.9783333333333333
24,0.9850000000000001
25,0.9883333333333333
26,0.985
27,0.9833333333333334
28,0.9833333333333334
29,0.9766666666666666
30,0.9783333333333333
31,0.9200000000000002
