layer,sep_score
1,0.47000000000000003
2,0.4766666666666667
3,0.5
4,0.49000000000000005
5,0.49833333333333335
6,0.5483333333333332
7,0.5533333333333333
8,0.5566666666666668
9,0.54
10,0.49499999999999994
11,0.4916666666666667
12,0.8033333333333333
13,0.7866666666666667
14,0.7916666666666666
15,0.7783333333333333
16,0.7783333333333333
17,0.7666666666666667
18,0.7366666666666667
19,0.7233333333333333
20,0.7166666666666667
21,0.7133333333333333
22,0.7033333333333334
23,0.7033333333333334
24,0.6950000000000001
25,0.7
26,0.6983333333333335
27,0.6916666666666667
28,0.6916666666666667
29,0.6900000000000001
30,0.6916666666666667
31,0.6883333333333334
