layer,sep_score
1,0.5349999999999999
2,0.5466666666666666
3,0.5416666666666667
4,0.56
5,0.5233333333333333
6,0.5216666666666667
7,0.5733333333333334
8,0.5616666666666668
9,0.5399999999999999
10,0.5383333333333333
11,0.5366666666666666
12,0.7849999999999999
13,0.7733333333333334
14,0.7716666666666667
15,0.76
16,0.7383333333333334
17,0.725
18,0.725
19,0.7083333333333333
20,0.7116666666666667
21,0.7000000000000001
22,0.6950000000000001
23,0.6950000000000001
24,0.6900000000000001
25,0.6883333333333334
26,0.685
27,0.6733333333333332
28,0.6849999999999999
29,0.6866666666666666
30,0.6866666666666665
31,0.6799999999999999
