layer,sep_score
1,0.59
2,0.5966666666666666
3,0.5966666666666667
4,0.5733333333333335
5,0.5733333333333334
6,0.5766666666666667
7,0.5716666666666667
8,0.585
9,0.555
10,0.5566666666666666
11,0.535
12,0.8099999999999999
13,0.775
14,0.7316666666666666
15,0.7216666666666666
16,0.7083333333333334
17,0.6983333333333334
18,0.6716666666666666
19,0.6683333333333333
20,0.6799999999999999
21,0.6833333333333333
22,0.6900000000000001
23,0.6850000000000002
24,0.6883333333333334
25,0.6916666666666668
26,0.6883333333333335
27,0.6950000000000001
28,0.685
29,0.6816666666666666
30,0.6883333333333334
31,0.6883333333333332
