layer,sep_score
1,0.52
2,0.5283333333333333
3,0.5283333333333333
4,0.5716666666666667
5,0.5650000000000001
6,0.5566666666666666
7,0.555
8,0.55
9,0.5716666666666665
10,0.575
11,0.5683333333333334
12,0.8083333333333333
13,0.7966666666666667
14,0.7983333333333333
15,0.7983333333333335
16,0.785
17,0.7783333333333334
18,0.7683333333333333
19,0.7666666666666666
20,0.7716666666666667
21,0.7616666666666667
22,0.74
23,0.73
24,0.7233333333333333
25,0.7216666666666667
26,0.7333333333333333
27,0.7266666666666666
28,0.7283333333333333
29,0.7333333333333333
30,0.7333333333333333
31,0.7366666666666667
